,no,now,name,com,filename,ext,w,h,tn_w,tn_h,tim,time,md5,fsize,resto,bumplimit,imagelimit,semantic_url,replies,images,omitted_posts,omitted_images,last_replies,last_modified,sub,trip
123,8224595,12/11/22(Sun)23:04:05,Anonymous,"Smarks be like:<br><span class=""quote"">&gt;FUCK WWE FOR RUINING A LEGEND LIKE KUSHIDA HE NEEDS TO GO BACK TO JAPAN</span>",1670817446765592,.webm,1080,1920,140,250,1670817845126918,1670817845,wU7Q4vfeU2lwsBzURGhxNQ==,2311610,0,0,0,smarks-be-like,10,1,5.0,1.0,"[{'no': 8224642, 'now': '12/11/22(Sun)23:10:58', 'name': 'Anonymous', 'com': '<a href=""#p8224638"" class=""quotelink"">&gt;&gt;8224638</a><br>Kek', 'time': 1670818258, 'resto': 8224595}, {'no': 8224657, 'now': '12/11/22(Sun)23:13:00', 'name': 'Anonymous', 'com': '<a href=""#p8224595"" class=""quotelink"">&gt;&gt;8224595</a><br>jamals be like<br><br><span class=""quote"">&gt;eat ze bugs read ze observer yo yo</span>', 'time': 1670818380, 'resto': 8224595}, {'no': 8224667, 'now': '12/11/22(Sun)23:14:38', 'name': 'Anonymous', 'com': 'KENTA got fucking owned by the USA too. These tiny japs don&#039;t belong in a prowrestling ring with actual men.', 'time': 1670818478, 'resto': 8224595}, {'no': 8225103, 'now': '12/12/22(Mon)00:14:18', 'name': 'Anonymous', 'com': 'Japanese wrestlers do goofy shit all the time. Mutoh flat out sponsors a fleshlight.', 'time': 1670822058, 'resto': 8224595}, {'no': 8225119, 'now': '12/12/22(Mon)00:16:00', 'name': 'Anonymous', 'com': '<a href=""#p8225103"" class=""quotelink"">&gt;&gt;8225103</a><br>gotta have an easy way to clean the white mist', 'time': 1670822160, 'resto': 8224595}]",1670822160,,
124,8221551,12/11/22(Sun)16:32:08,Anonymous,"<span class=""quote"">&gt;Drones genuinely think FTR are going back to WWE when DX buried them, sent them into a depression and made them cry </span><br><span class=""quote"">&gt;Drones genuinely think FTR is going back to WWE when they feel “Bret Hart was right” and advocate for him all the time</span><br>It’s honestly quite impressive how they could even come to this conclusion",76E9ADD0-4421-4C7A-BB82-9E8B7EB58865,.jpg,916,581,250,158,1670794328973780,1670794328,RY1UT4xvkknVJGVzIQL+BA==,52135,0,0,0,drones-genuinely-think-ftr-are-going-back-to-wwe,17,1,12.0,0.0,"[{'no': 8222301, 'now': '12/11/22(Sun)18:05:52', 'name': 'Anonymous', 'com': '<a href=""#p8222027"" class=""quotelink"">&gt;&gt;8222027</a><br><span class=""quote"">&gt;the pretty one</span><br>Oh, you.', 'filename': 'Tumblr_l_29914417868895', 'ext': '.gif', 'w': 257, 'h': 324, 'tn_w': 99, 'tn_h': 125, 'tim': 1670799952959216, 'time': 1670799952, 'md5': 'k2j2WtAiSGDzFIXAgaTAnw==', 'fsize': 3060203, 'resto': 8221551}, {'no': 8223463, 'now': '12/11/22(Sun)20:27:08', 'name': 'Anonymous', 'com': '<a href=""#p8221551"" class=""quotelink"">&gt;&gt;8221551</a><br>skank', 'time': 1670808428, 'resto': 8221551}, {'no': 8223890, 'now': '12/11/22(Sun)21:18:18', 'name': 'Anonymous', 'com': '<a href=""#p8221551"" class=""quotelink"">&gt;&gt;8221551</a><br>based', 'time': 1670811498, 'resto': 8221551}, {'no': 8224224, 'now': '12/11/22(Sun)22:08:00', 'name': 'Anonymous', 'com': '<a href=""#p8221678"" class=""quotelink"">&gt;&gt;8221678</a><br>What makes you think that', 'time': 1670814480, 'resto': 8221551}, {'no': 8225106, 'now': '12/12/22(Mon)00:14:31', 'name': 'Anonymous', 'com': '<a href=""#p8221551"" class=""quotelink"">&gt;&gt;8221551</a><br>Ronda is so fucking ugly holy kek everytime I see this fucking image I start to do a goddamn orc impression/grunts because that&#039;s what noise I expect this fugly bitch to do in this image. God she&#039;s so fuckin ugly goddamn bitch all this money and you can&#039;t fix them down syndrome eyes, Trodon the Destroyer?', 'time': 1670822071, 'resto': 8221551}]",1670822071,,
125,8220588,12/11/22(Sun)14:18:27,Anonymous,,318838101_182998694322776_2765349344994130736_n,.jpg,1440,1800,200,250,1670786307266709,1670786307,OrILU9WY1305rgtFM4zcaQ==,188052,0,0,0,is-actually-creative-with-her-butt-enhancing,23,3,18.0,3.0,"[{'no': 8223487, 'now': '12/11/22(Sun)20:31:40', 'name': 'Anonymous', 'com': '<a href=""#p8220588"" class=""quotelink"">&gt;&gt;8220588</a><br>muh dick', 'time': 1670808700, 'resto': 8220588}, {'no': 8223904, 'now': '12/11/22(Sun)21:20:49', 'name': 'Anonymous', 'com': '<a href=""#p8220588"" class=""quotelink"">&gt;&gt;8220588</a><br>stunning', 'time': 1670811649, 'resto': 8220588}, {'no': 8224910, 'now': '12/11/22(Sun)23:46:52', 'name': 'Anonymous', 'com': '<a href=""#p8220588"" class=""quotelink"">&gt;&gt;8220588</a><br>CUTE!', 'time': 1670820412, 'resto': 8220588}, {'no': 8225089, 'now': '12/12/22(Mon)00:12:06', 'name': 'Anonymous', 'com': 'to nxt&#039;s credit, she has made a lot of strides in just a year of being on tv', 'time': 1670821926, 'resto': 8220588}, {'no': 8225094, 'now': '12/12/22(Mon)00:12:37', 'name': 'Anonymous', 'com': 'I like to rip a fart zoom in on her ass and smell my own fart and pretend it&#039;s hers', 'time': 1670821957, 'resto': 8220588}]",1670821957,*is actually creative with her butt enhancing straps in your path*,
126,8222917,12/11/22(Sun)19:23:24,Anonymous,very nice indeed,FjJ7z1-WYAIQeHV,.jpg,1440,1588,226,249,1670804604679544,1670804604,EQyjlpjQyMjOWLBeB2E6tA==,548579,0,0,0,very-nice-indeed,9,0,4.0,0.0,"[{'no': 8224385, 'now': '12/11/22(Sun)22:33:41', 'name': 'Anonymous', 'com': '<a href=""#p8222917"" class=""quotelink"">&gt;&gt;8222917</a><br>that&#039;s a man', 'time': 1670816021, 'resto': 8222917}, {'no': 8224392, 'now': '12/11/22(Sun)22:34:32', 'name': 'Anonymous', 'com': '<a href=""#p8222917"" class=""quotelink"">&gt;&gt;8222917</a><br>debut on EbonyTugs when?', 'time': 1670816072, 'resto': 8222917}, {'no': 8224761, 'now': '12/11/22(Sun)23:24:30', 'name': 'Anonymous', 'com': '<a href=""#p8222917"" class=""quotelink"">&gt;&gt;8222917</a><br>I need to see my THICK WHITE cum all over her SEXY EBONY skin', 'time': 1670819070, 'resto': 8222917}, {'no': 8224783, 'now': '12/11/22(Sun)23:27:11', 'name': 'Anonymous', 'com': '<a href=""#p8222917"" class=""quotelink"">&gt;&gt;8222917</a><br>that&#039;s a hood nigga in a bikini', 'time': 1670819231, 'resto': 8222917}, {'no': 8224984, 'now': '12/11/22(Sun)23:57:24', 'name': 'Anonymous', 'com': '<a href=""#p8222917"" class=""quotelink"">&gt;&gt;8222917</a><br>Looks like a chimpanzee', 'time': 1670821044, 'resto': 8222917}]",1670821044,,
127,8218110,12/11/22(Sun)05:55:43,Anonymous,"<span class=""quote"">&gt;MOM! DID YOU SEE? YEAH I DID THE NAUGHTY FINGY!</span><br>This isn’t even just about MJF or AEW why do so many wannabe tough faggots think flipping of a camera is the coolest look’s possible? The worst offenders are faggots like Gage, but why??",0C92A882-0117-491A-9172-BB190986D4D4,.jpg,615,344,250,139,1670756143285811,1670756143,H5Vh3/7yo4ijnUINeMn6Nw==,209335,0,0,0,mom-did-you-see-yeah-i-did-the-naughty-fingy,18,0,13.0,0.0,"[{'no': 8223630, 'now': '12/11/22(Sun)20:48:38', 'name': 'Anonymous', 'com': '<a href=""#p8218246"" class=""quotelink"">&gt;&gt;8218246</a><br>You are absolutely delusional', 'time': 1670809718, 'resto': 8218110}, {'no': 8224011, 'now': '12/11/22(Sun)21:39:04', 'name': 'Anonymous', 'com': '<a href=""#p8218110"" class=""quotelink"">&gt;&gt;8218110</a><br>Huh what is that thing called', 'time': 1670812744, 'resto': 8218110}, {'no': 8224614, 'now': '12/11/22(Sun)23:06:37', 'name': 'Anonymous', 'com': '<a href=""#p8218110"" class=""quotelink"">&gt;&gt;8218110</a><br>looks like he has downs here', 'time': 1670817997, 'resto': 8218110}, {'no': 8224841, 'now': '12/11/22(Sun)23:35:57', 'name': 'Anonymous', 'com': 'MJF is what a nerd would think is a &quot;cool guy&quot;', 'time': 1670819757, 'resto': 8218110}, {'no': 8224970, 'now': '12/11/22(Sun)23:55:24', 'name': 'Anonymous', 'com': '<a href=""#p8218110"" class=""quotelink"">&gt;&gt;8218110</a><br>worked', 'time': 1670820924, 'resto': 8218110}]",1670820924,,
128,8224205,12/11/22(Sun)22:06:23,Anonymous,Edrones! What do these lyrics in sasha banks&#039; first theme mean? hahahahhahahaha,ohnononono,.png,684,448,250,163,1670814383474126,1670814383,3/zmILp2LpmriMOMiisINQ==,461323,0,0,0,edrones-what-do-these-lyrics-in-sasha-banks-first,2,1,,,"[{'no': 8224931, 'now': '12/11/22(Sun)23:49:48', 'name': 'Anonymous', 'com': '<a href=""#p8224205"" class=""quotelink"">&gt;&gt;8224205</a><br>kek it do be like that', 'time': 1670820588, 'resto': 8224205}, {'no': 8224940, 'now': '12/11/22(Sun)23:50:30', 'name': 'Anonymous', 'com': '<a href=""#p8224205"" class=""quotelink"">&gt;&gt;8224205</a><br><span class=""quote"">&gt;and I&#039;m a fastest girl alive</span><br><span class=""quote"">&gt;and I&#039;m a fastest </span><br><span class=""quote"">&gt;I&#039;m a fastest</span>', 'filename': 'download-35', 'ext': '.jpg', 'w': 303, 'h': 166, 'tn_w': 125, 'tn_h': 68, 'tim': 1670820630941997, 'time': 1670820630, 'md5': 'uDFjcL1h+ZvZ6C3wvuqGxA==', 'fsize': 6162, 'resto': 8224205}]",1670820630,,
129,8221275,12/11/22(Sun)15:46:57,Anonymous,I like clown asuka,09344066-51A5-4B2F-B7B9-6FA6AE8E2ACB,.jpg,1200,799,250,166,1670791617867203,1670791617,C9nussbBOp4LfUElA0DbJg==,225076,0,0,0,i-like-clown-asuka,26,6,21.0,6.0,"[{'no': 8222372, 'now': '12/11/22(Sun)18:14:17', 'name': 'Anonymous', 'com': 'Asuka kinda looks white. Is that why she&#039;s the best female Japanese draw?', 'time': 1670800457, 'resto': 8221275}, {'no': 8223482, 'now': '12/11/22(Sun)20:30:38', 'name': 'Anonymous', 'com': '<a href=""#p8221275"" class=""quotelink"">&gt;&gt;8221275</a><br>sexy woman', 'time': 1670808638, 'resto': 8221275}, {'no': 8223886, 'now': '12/11/22(Sun)21:17:46', 'name': 'Anonymous', 'com': '<a href=""#p8221275"" class=""quotelink"">&gt;&gt;8221275</a><br>THE BEST', 'time': 1670811466, 'resto': 8221275}, {'no': 8224219, 'now': '12/11/22(Sun)22:07:38', 'name': 'Anonymous', 'com': '<a href=""#p8221275"" class=""quotelink"">&gt;&gt;8221275</a><br>still would', 'time': 1670814458, 'resto': 8221275}, {'no': 8224921, 'now': '12/11/22(Sun)23:48:01', 'name': 'Anonymous', 'com': '<a href=""#p8221275"" class=""quotelink"">&gt;&gt;8221275</a><br>Very beautiful woman', 'time': 1670820481, 'resto': 8221275}]",1670820481,,
130,8221226,12/11/22(Sun)15:41:17,Anonymous,"<span class=""quote"">&gt;I&#039;m constantly reading comic books and playing Magic: The Gathering</span>",Brody_King_-_StatPhoto,.jpg,447,559,199,250,1670791277242326,1670791277,y61Q4zGXvAUEnlJ6H+pxNg==,65359,0,0,0,im-constantly-reading-comic-books-and-playing,31,5,26.0,5.0,"[{'no': 8223935, 'now': '12/11/22(Sun)21:27:10', 'name': 'Anonymous', 'com': '<a href=""#p8223769"" class=""quotelink"">&gt;&gt;8223769</a><br>No, because it makes no sense. He says they are into metal and punk and so are their characters. That adds up. What&#039;s the issue?', 'time': 1670812030, 'resto': 8221226}, {'no': 8223953, 'now': '12/11/22(Sun)21:29:53', 'name': 'Anonymous', 'com': '<a href=""#p8223935"" class=""quotelink"">&gt;&gt;8223935</a><br><span class=""quote"">&gt;no, because i have nothing.</span>', 'time': 1670812193, 'resto': 8221226}, {'no': 8224192, 'now': '12/11/22(Sun)22:04:31', 'name': 'Anonymous', 'com': '<span class=""quote"">&gt;yeah I read comic books and listen to dark alternative music... I guess you could say I&#039;m an old soul... filled with darkness</span><br>The fuck is wrong with these people?', 'time': 1670814271, 'resto': 8221226}, {'no': 8224210, 'now': '12/11/22(Sun)22:06:46', 'name': 'Anonymous', 'com': '<a href=""#p8224192"" class=""quotelink"">&gt;&gt;8224192</a><br>also the people who actually listen to that stuff never call it &quot;alternative music&quot; that sounds so fake', 'time': 1670814406, 'resto': 8221226}, {'no': 8224908, 'now': '12/11/22(Sun)23:46:40', 'name': 'Anonymous', 'com': '<a href=""#p8221226"" class=""quotelink"">&gt;&gt;8221226</a><br>Look’s like a jobber', 'time': 1670820400, 'resto': 8221226}]",1670820400,,
131,8223964,12/11/22(Sun)21:31:07,Anonymous,kek based,C9UZH7KUAAA7YSP,.jpg,1200,675,250,140,1670812267294331,1670812267,bXoVkjyYnKtCPLGThZLAKA==,125061,0,0,0,kek-based,2,0,,,"[{'no': 8224898, 'now': '12/11/22(Sun)23:45:53', 'name': 'Anonymous', 'com': '<a href=""#p8223964"" class=""quotelink"">&gt;&gt;8223964</a><br>Me when I see joshipedos irl', 'time': 1670820353, 'resto': 8223964}, {'no': 8224906, 'now': '12/11/22(Sun)23:46:39', 'name': 'Anonymous', 'com': '<a href=""#p8223964"" class=""quotelink"">&gt;&gt;8223964</a><br>This tranny meme should&#039;ve died by now', 'time': 1670820399, 'resto': 8223964}]",1670820399,,
132,8223859,12/11/22(Sun)21:14:32,Anonymous,UOOOOOOOH CHAVO,file,.png,1280,720,250,140,1670811272009338,1670811272,hr56ZGPogiloKwW7sTYOCA==,669224,0,0,0,uoooooooh-chavo,11,1,6.0,1.0,"[{'no': 8224551, 'now': '12/11/22(Sun)22:57:39', 'name': 'Anonymous', 'com': '<a href=""#p8223870"" class=""quotelink"">&gt;&gt;8223870</a><br>I miss segments like these', 'time': 1670817459, 'resto': 8223859}, {'no': 8224572, 'now': '12/11/22(Sun)23:00:52', 'name': 'Anonymous', 'com': '<a href=""#p8223859"" class=""quotelink"">&gt;&gt;8223859</a><br>Chavo pancita y pecho', 'time': 1670817652, 'resto': 8223859}, {'no': 8224880, 'now': '12/11/22(Sun)23:42:06', 'name': 'Anonymous', 'com': '<a href=""#p8223859"" class=""quotelink"">&gt;&gt;8223859</a><br>He&#039;s unironically more charismatic than everyone in wwe not named La Knight.', 'time': 1670820126, 'resto': 8223859}, {'no': 8224892, 'now': '12/11/22(Sun)23:45:02', 'name': 'Anonymous', 'com': '<a href=""#p8223859"" class=""quotelink"">&gt;&gt;8223859</a><br>This game still looks so good.', 'time': 1670820302, 'resto': 8223859}, {'no': 8224901, 'now': '12/11/22(Sun)23:46:02', 'name': 'Anonymous', 'com': '<a href=""#p8223859"" class=""quotelink"">&gt;&gt;8223859</a><br>His theme is a direct rip of the battle music for gen 2 pokemon<br>https://youtu.be/P3HSuCxNloo<br>https://youtu.be/bsvALrqTkpc', 'time': 1670820362, 'resto': 8223859}]",1670820362,,
133,8222938,12/11/22(Sun)19:26:02,Anonymous,What&#039;s with these boomers getting so uppity at all the girls Triple H is bringing back?,FjtHQu3XgAMnmFX,.jpg,1080,1080,250,250,1670804762940859,1670804762,GFN+9s7xpBjSt2iBgAVclA==,160950,0,0,0,whats-with-these-boomers-getting-so-uppity-at-all,17,2,12.0,1.0,"[{'no': 8223918, 'now': '12/11/22(Sun)21:23:39', 'name': 'Anonymous', 'com': '<a href=""#p8222938"" class=""quotelink"">&gt;&gt;8222938</a><br>You just know...', 'filename': 'Tegan Knots', 'ext': '.jpg', 'w': 1080, 'h': 1080, 'tn_w': 125, 'tn_h': 125, 'tim': 1670811819066367, 'time': 1670811819, 'md5': 'SGE/5Kp9JmiEMSD0WcjiBw==', 'fsize': 133532, 'resto': 8222938}, {'no': 8223934, 'now': '12/11/22(Sun)21:26:45', 'name': 'Anonymous', 'com': 'The NXT women&#039;s division from 2018-2020 was overrated as fuck', 'time': 1670812005, 'resto': 8222938}, {'no': 8224274, 'now': '12/11/22(Sun)22:15:03', 'name': 'Anonymous', 'com': '<a href=""#p8222938"" class=""quotelink"">&gt;&gt;8222938</a><br><a href=""#p8222938"" class=""quotelink"">&gt;&gt;8222938</a><br>very cool', 'time': 1670814903, 'resto': 8222938}, {'no': 8224866, 'now': '12/11/22(Sun)23:40:15', 'name': 'Anonymous', 'com': 'Only good at fucking dogs 3BH <br><br>Tore her ACL like three times, thats why she’s unsure of herself', 'time': 1670820015, 'resto': 8222938}, {'no': 8224871, 'now': '12/11/22(Sun)23:41:00', 'name': 'Anonymous', 'com': 'more like Takin’ Knots', 'time': 1670820060, 'resto': 8222938}]",1670820060,,
134,8224682,12/11/22(Sun)23:16:02,Anonymous,Is she over?,7F8D5F07-B1B0-491D-B41F-52EB5BE69D50,.jpg,1200,675,250,140,1670818562429262,1670818562,enW0h2ljoIrjgMrPBvVDoQ==,127184,0,0,0,roxanne-perez,14,3,9.0,3.0,"[{'no': 8224829, 'now': '12/11/22(Sun)23:34:13', 'name': 'Anonymous', 'com': '<a href=""#p8224765"" class=""quotelink"">&gt;&gt;8224765</a><br>I thought Coras chest tattoo was a &quot;reply to this post or your mother dies in her sleep&quot; meme', 'time': 1670819653, 'resto': 8224682}, {'no': 8224833, 'now': '12/11/22(Sun)23:34:39', 'name': 'Anonymous', 'com': '<a href=""#p8224829"" class=""quotelink"">&gt;&gt;8224829</a><br>that gives me an idea..', 'time': 1670819679, 'resto': 8224682}, {'no': 8224838, 'now': '12/11/22(Sun)23:35:23', 'name': 'Anonymous', 'com': '<a href=""#p8224763"" class=""quotelink"">&gt;&gt;8224763</a><br><span class=""quote"">&gt;Mexican</span><br>She is gonna get real fat and ugly when The Wall catches up to her in a few years.', 'time': 1670819723, 'resto': 8224682}, {'no': 8224850, 'now': '12/11/22(Sun)23:37:26', 'name': 'Anonymous', 'com': '<a href=""#p8224838"" class=""quotelink"">&gt;&gt;8224838</a><br><span class=""quote"">&gt;She is gonna get real fat</span><br>[Good News]', 'time': 1670819846, 'resto': 8224682}, {'no': 8224861, 'now': '12/11/22(Sun)23:39:15', 'name': 'Anonymous', 'com': '<a href=""#p8224833"" class=""quotelink"">&gt;&gt;8224833</a><br><a href=""/pw/thread/8224859#p8224859"" class=""quotelink"">&gt;&gt;8224859</a>', 'time': 1670819955, 'resto': 8224682}]",1670819955,Roxanne Perez,
135,8224845,12/11/22(Sun)23:36:37,Anonymous,"Goodnight, my brothers in Inoki-ism.",5CB8CB80-C2BC-4152-8596-87A3FD8AB0B3,.png,800,361,250,112,1670819797359651,1670819797,djgF86YP9cpyrn3PEZq8Pw==,422758,0,0,0,goodnight-my-brothers-in-inokiism,1,0,,,"[{'no': 8224848, 'now': '12/11/22(Sun)23:37:20', 'name': 'Anonymous', 'com': '<a href=""#p8224845"" class=""quotelink"">&gt;&gt;8224845</a><br>Goodnight Inoki<br>Love you miss you-HH', 'time': 1670819840, 'resto': 8224845}]",1670819840,,
136,8224768,12/11/22(Sun)23:25:23,Anonymous,What is Baron&#039;s problem with Asuka? They don&#039;t go for the same breifcase yet he yelled NO NO and tried to stop her?,why,.png,1920,1080,250,140,1670819123155218,1670819123,5YIhznw9OeANL+kjBtrd4g==,1176060,0,0,0,what-is-barons-problem-with-asuka-they-dont-go,3,0,,,"[{'no': 8224775, 'now': '12/11/22(Sun)23:26:29', 'name': 'Anonymous', 'com': 'Also I miss this wacky pandemic era shit.', 'time': 1670819189, 'resto': 8224768}, {'no': 8224778, 'now': '12/11/22(Sun)23:26:39', 'name': 'Anonymous', 'com': 'She was stealing his moment', 'time': 1670819199, 'resto': 8224768}, {'no': 8224821, 'now': '12/11/22(Sun)23:32:17', 'name': 'Anonymous', 'com': '<a href=""#p8224778"" class=""quotelink"">&gt;&gt;8224778</a><br>I guess. Michael Cole then did commentary calling it the end of the match. If you weren’t paying attention, it seemed for a second like only a man or a woman could win, and whoever didn’t was shit out of luck.', 'time': 1670819537, 'resto': 8224768}]",1670819537,,
137,8224666,12/11/22(Sun)23:14:33,Anonymous,"<span class=""quote"">&gt;23 days away</span><br><span class=""quote"">&gt;absolutely no hype</span><br>What went wrong?",106383-3-2508b2d0c950dbbb71b137ebcae4bd1c-1840x2396,.jpg,1840,2396,191,250,1670818473997219,1670818473,DTXp2zHyx2S9AATaQGF5kQ==,1208430,0,0,0,23-days-away,4,2,,,"[{'no': 8224678, 'now': '12/11/22(Sun)23:15:44', 'name': 'Anonymous', 'filename': 'soy', 'ext': '.webm', 'w': 1080, 'h': 1920, 'tn_w': 70, 'tn_h': 125, 'tim': 1670818544360314, 'time': 1670818544, 'md5': 'QYgXDncMBdfsaWSuQTPEjg==', 'fsize': 749976, 'resto': 8224666}, {'no': 8224701, 'now': '12/11/22(Sun)23:17:59', 'name': 'Anonymous', 'com': '<a href=""#p8224666"" class=""quotelink"">&gt;&gt;8224666</a><br>Based soirizo living in OP head rent free', 'time': 1670818679, 'resto': 8224666}, {'no': 8224733, 'now': '12/11/22(Sun)23:20:54', 'name': 'Anonymous', 'com': '<a href=""#p8224666"" class=""quotelink"">&gt;&gt;8224666</a><br>Mooooommmm I posted it again!!!!!', 'time': 1670818854, 'resto': 8224666}, {'no': 8224750, 'now': '12/11/22(Sun)23:22:45', 'name': 'Anonymous', 'com': '<a href=""#p8224666"" class=""quotelink"">&gt;&gt;8224666</a><br><span class=""quote"">&gt;more threads about the dead onions meme than about wrestlekingdom</span><br>kek what an ice cold fed', 'filename': '1670818659588875', 'ext': '.webm', 'w': 1080, 'h': 1920, 'tn_w': 70, 'tn_h': 125, 'tim': 1670818965489519, 'time': 1670818965, 'md5': 'oc34+iqO+sZ+WcL4TPP6ZQ==', 'fsize': 684737, 'resto': 8224666}]",1670818965,,
138,8222992,12/11/22(Sun)19:31:07,Anonymous,Why is everyone leaving? What went wrong?,coldasice,.jpg,840,473,250,140,1670805067338502,1670805067,Sz+7DNYe2iRE5i0L1fKdJQ==,45981,0,0,0,why-is-everyone-leaving-what-went-wrong,8,0,3.0,0.0,"[{'no': 8223758, 'now': '12/11/22(Sun)21:01:18', 'name': 'Anonymous', 'com': '<a href=""#p8222992"" class=""quotelink"">&gt;&gt;8222992</a><br>Too much competition trying to work the money mark who&#039;s only interested in new toys.', 'time': 1670810478, 'resto': 8222992}, {'no': 8223780, 'now': '12/11/22(Sun)21:03:45', 'name': 'Anonymous', 'com': 'Who fucking cares?<br>All WWE sports entertainers signed during the pandemic and on can go do a flying swanton into a flaming dumpster.', 'time': 1670810625, 'resto': 8222992}, {'no': 8224174, 'now': '12/11/22(Sun)22:02:01', 'name': 'Anonymous', 'com': '<a href=""#p8222992"" class=""quotelink"">&gt;&gt;8222992</a><br><span class=""quote"">&gt;FTR on the way out</span><br><span class=""quote"">&gt;HOOK working out at the performance center </span><br><span class=""quote"">&gt;Punk vs. Reigns on the way</span><br>feels good to be on the right side of history as always egods', 'time': 1670814121, 'resto': 8222992}, {'no': 8224296, 'now': '12/11/22(Sun)22:18:14', 'name': 'Anonymous', 'com': '<a href=""#p8224174"" class=""quotelink"">&gt;&gt;8224174</a><br>Nice hEadcanon', 'time': 1670815094, 'resto': 8222992}, {'no': 8224709, 'now': '12/11/22(Sun)23:18:59', 'name': 'Anonymous', 'com': 'Prison Break', 'time': 1670818739, 'resto': 8222992}]",1670818739,,
139,8222465,12/11/22(Sun)18:24:54,Anonymous,"What happened to this guy&#039;s heat? He was cutting sick promos with Jericho and CM Punk, doing chopah chopah strong style, then Sammy got sand in his Vagina and got into it with the Mad King. So why is this guy so ice cold now?",intro-import,.jpg,780,438,250,140,1670801094806958,1670801094,ViTPpD7ZDxEou+wxvcajsA==,74953,0,0,0,what-happened-to-this-guys-heat-he-was-cutting,34,2,29.0,1.0,"[{'no': 8223990, 'now': '12/11/22(Sun)21:35:33', 'name': 'Anonymous', 'com': '<a href=""#p8223927"" class=""quotelink"">&gt;&gt;8223927</a>', 'filename': 'Segalesque', 'ext': '.webm', 'w': 720, 'h': 720, 'tn_w': 125, 'tn_h': 125, 'tim': 1670812533538519, 'time': 1670812533, 'md5': 'EjZZk14CrYGYckQVVpcXjw==', 'fsize': 1441442, 'resto': 8222465}, {'no': 8224034, 'now': '12/11/22(Sun)21:43:07', 'name': 'Anonymous', 'com': '<a href=""#p8222465"" class=""quotelink"">&gt;&gt;8222465</a><br>Getting suspended at a bad time kinda meant he was in a weird spot, so he just kinda didn&#039;t fit on the PPV properly, he got his dream match and did a kino PPV selling spot though. He&#039;ll be getting something now that we&#039;re finally in the post-RoH era.', 'time': 1670812987, 'resto': 8222465}, {'no': 8224376, 'now': '12/11/22(Sun)22:32:28', 'name': 'Anonymous', 'com': '<a href=""#p8222478"" class=""quotelink"">&gt;&gt;8222478</a><br>No argument from me on this', 'time': 1670815948, 'resto': 8222465}, {'no': 8224425, 'now': '12/11/22(Sun)22:39:59', 'name': 'Anonymous', 'com': '<a href=""#p8222465"" class=""quotelink"">&gt;&gt;8222465</a><br>Eddiess an obese charismaless career indie guy thats on an apology contract from the worlds biggest smark because he&#039;s willing to fulfill all of the guys niche callbacks to 1980s tokyo yamaha bing bong fighting', 'time': 1670816399, 'resto': 8222465}, {'no': 8224695, 'now': '12/11/22(Sun)23:17:21', 'name': 'Anonymous', 'com': '<a href=""#p8222533"" class=""quotelink"">&gt;&gt;8222533</a><br>Darby should have a run in New Japan. Imagine him as Jr. champ wrestling Hiromu, Desperado, TJPW, etc.', 'time': 1670818641, 'resto': 8222465}]",1670818641,,
