,no,now,name,com,filename,ext,w,h,tn_w,tn_h,tim,time,md5,fsize,resto,country,bumplimit,imagelimit,semantic_url,country_name,replies,images,omitted_posts,omitted_images,last_replies,last_modified,sub
113,127106202,12/13/22(Tue)04:39:56,Anonymous,Do you WC tourists follow club football?,1648608302974,.png,800,549,250,171,1670924396425045,1670924396,T56IkiGF++6Lqyc1X2tA+g==,368542,0,XE,0,0,do-you-wc-tourists-follow-club-football,England,28,1,23.0,1.0,"[{'no': 127107485, 'now': '12/13/22(Tue)05:49:25', 'name': 'Anonymous', 'com': '<a href=""#p127106202"" class=""quotelink"">&gt;&gt;127106202</a><br>I don&#039;t even follow nt football.<br>Do you think I&#039;ve watched any gane?', 'time': 1670928565, 'resto': 127106202, 'country': 'IT', 'country_name': 'Italy'}, {'no': 127107844, 'now': '12/13/22(Tue)06:07:10', 'name': 'Anonymous', 'com': 'no, I only watch world championships and Olympics', 'time': 1670929630, 'resto': 127106202, 'country': 'ES', 'country_name': 'Spain'}, {'no': 127107896, 'now': '12/13/22(Tue)06:09:12', 'name': 'Anonymous', 'com': '<a href=""#p127106202"" class=""quotelink"">&gt;&gt;127106202</a><br>Not particularly closely. I only follow sports where I have someone to root for and idk how people pick a club to support with real passion.', 'time': 1670929752, 'resto': 127106202, 'country': 'BE', 'country_name': 'Belgium'}, {'no': 127108215, 'now': '12/13/22(Tue)06:22:05', 'name': 'Anonymous', 'com': '<a href=""#p127107896"" class=""quotelink"">&gt;&gt;127107896</a><br>If you’re born in a city this gets really fucking easy', 'time': 1670930525, 'resto': 127106202, 'country': 'NL', 'country_name': 'Netherlands'}, {'no': 127108218, 'now': '12/13/22(Tue)06:22:10', 'name': 'Anonymous', 'com': '<a href=""#p127106211"" class=""quotelink"">&gt;&gt;127106211</a><br>Fpbp<br><br>CL might be interesting sometimes, for example 04-05 was kino, but the endless domination of spanish teams completely killed any interest i had in it.', 'time': 1670930530, 'resto': 127106202, 'country': 'LT', 'country_name': 'Lithuania'}]",1670930530,
114,127104091,12/13/22(Tue)01:52:52,Anonymous,*wins the premier league*,1662618582805,.jpg,1964,2048,239,250,1670914372632170,1670914372,X/JR6O+2gYVfFeHkUsh49Q==,540667,0,XE,0,0,wins-the-premier-league,England,7,0,2.0,0.0,"[{'no': 127107823, 'now': '12/13/22(Tue)06:05:57', 'name': 'Anonymous', 'com': 'why does everyone hype up this cunt he played even worse than ronaldo in this world cup', 'time': 1670929557, 'resto': 127104091, 'country': 'DZ', 'country_name': 'Algeria'}, {'no': 127107835, 'now': '12/13/22(Tue)06:06:56', 'name': 'Anonymous', 'com': '<a href=""#p127107823"" class=""quotelink"">&gt;&gt;127107823</a><br>he is highly rated on fifa', 'time': 1670929616, 'resto': 127104091, 'country': 'NL', 'country_name': 'Netherlands'}, {'no': 127107917, 'now': '12/13/22(Tue)06:10:27', 'name': 'Anonymous', 'com': '<a href=""#p127104091"" class=""quotelink"">&gt;&gt;127104091</a><br>Would be shit for them, should go to Dortmund', 'time': 1670929827, 'resto': 127104091, 'country': 'PT', 'country_name': 'Portugal'}, {'no': 127108156, 'now': '12/13/22(Tue)06:19:52', 'name': 'Anonymous', 'com': '<a href=""#p127104091"" class=""quotelink"">&gt;&gt;127104091</a><br>prefer Mudryk la', 'time': 1670930392, 'resto': 127104091, 'country': 'MY', 'country_name': 'Malaysia'}, {'no': 127108194, 'now': '12/13/22(Tue)06:21:22', 'name': 'Anonymous', 'com': '<a href=""#p127107823"" class=""quotelink"">&gt;&gt;127107823</a><br>What? Are you actually retarded?', 'time': 1670930482, 'resto': 127104091, 'country': 'PT', 'country_name': 'Portugal'}]",1670930482,
115,127108149,12/13/22(Tue)06:19:32,Anonymous,,b1ldjz2sjab51,.jpg,1080,1350,200,250,1670930372270044,1670930372,R2NZhFDNIQ9S1E/LJNlSDQ==,288114,0,NL,0,0,let-me-guess-you-need-more,Netherlands,0,0,,,,1670930372,let me guess. you &quot;need&quot; more?
116,127108096,12/13/22(Tue)06:17:27,Anonymous,what are some good MATURE sports for MATURE people like me?,1527719464329,.jpg,225,224,225,224,1670930247087848,1670930247,N2JUoFdi5TbhRwbq9Kgx+A==,7696,0,TH,0,0,what-are-some-good-mature-sports-for-mature,Thailand,1,0,,,"[{'no': 127108147, 'now': '12/13/22(Tue)06:19:29', 'name': 'Anonymous', 'com': 'Fortnite.', 'time': 1670930369, 'resto': 127108096, 'country': 'XE', 'country_name': 'England'}]",1670930369,
117,127107327,12/13/22(Tue)05:42:03,Anonymous,"<span class=""quote"">&gt;I miss them BBC like you wouldn&#039;t believe...</span>",bbc,.jpg,1073,805,250,187,1670928123174022,1670928123,RRNRfLlZQIvGHVIFNbybIA==,199160,0,BA,0,0,i-miss-them-bbc-like-you-wouldnt-believe,Bosnia and Herzegovina,15,0,10.0,0.0,"[{'no': 127107659, 'now': '12/13/22(Tue)05:58:09', 'name': 'Anonymous', 'com': '<a href=""#p127107368"" class=""quotelink"">&gt;&gt;127107368</a><br>BBC came in response to Barça&#039;s MSN. They needed the initials to sound like something known too so they went with that<br>I thought this was common knowledge', 'time': 1670929089, 'resto': 127107327, 'country': 'ES', 'country_name': 'Spain'}, {'no': 127107902, 'now': '12/13/22(Tue)06:09:34', 'name': 'Anonymous', 'com': '<a href=""#p127107659"" class=""quotelink"">&gt;&gt;127107659</a><br>the BBC were already there before barca copied it with their own version MSN', 'time': 1670929774, 'resto': 127107327, 'country': 'IN', 'country_name': 'India'}, {'no': 127108001, 'now': '12/13/22(Tue)06:13:40', 'name': 'Anonymous', 'com': '@127107481<br>not worth my time', 'time': 1670930020, 'resto': 127107327, 'country': 'BR', 'country_name': 'Brazil'}, {'no': 127108093, 'now': '12/13/22(Tue)06:17:25', 'name': 'Anonymous', 'com': '<a href=""#p127107445"" class=""quotelink"">&gt;&gt;127107445</a><br>BRB would be just fine.', 'time': 1670930245, 'resto': 127107327, 'country': 'DE', 'country_name': 'Germany'}, {'no': 127108146, 'now': '12/13/22(Tue)06:19:27', 'name': 'Anonymous', 'com': '<a href=""#p127108093"" class=""quotelink"">&gt;&gt;127108093</a><br>BBC sounds better because the letter C is next to B so people are used to saying BC. Also, they could&#039;ve used Cristiano to differentiate from the other Ronaldo who also played at Madrid. phonetically BBC is the best out of the three', 'time': 1670930367, 'resto': 127107327, 'country': 'BR', 'country_name': 'Brazil'}]",1670930367,
118,127108064,12/13/22(Tue)06:16:18,Anonymous,The reaction image that saved /sp/<br><br>Can&#039;t even be mad at Mbrappe if he beats us in the finals just for this picture alone,1670926167969805,.jpg,305,288,250,236,1670930178537622,1670930178,O+OxO5/mRyBNflaVopIcbw==,22307,0,HR,0,0,the-reaction-image-that-saved-sp,Croatia,5,0,,,"[{'no': 127108095, 'now': '12/13/22(Tue)06:17:27', 'name': 'Anonymous', 'com': 'This.<br><br>It immediately triggers polcels, it&#039;s perfect.', 'time': 1670930247, 'resto': 127108064, 'country': 'FR', 'country_name': 'France'}, {'no': 127108104, 'now': '12/13/22(Tue)06:17:48', 'name': 'Anonymous', 'com': 'Tranny fucker VPN Jew spam thread', 'time': 1670930268, 'resto': 127108064, 'country': 'DE', 'country_name': 'Germany'}, {'no': 127108126, 'now': '12/13/22(Tue)06:18:49', 'name': 'Anonymous', 'com': '<a href=""#p127108095"" class=""quotelink"">&gt;&gt;127108095</a><br>Thanks for admitting why you spam that golem yet again', 'time': 1670930329, 'resto': 127108064, 'country': 'DE', 'country_name': 'Germany'}, {'no': 127108137, 'now': '12/13/22(Tue)06:19:06', 'name': 'Anonymous', 'com': '<a href=""#p127108095"" class=""quotelink"">&gt;&gt;127108095</a><br><a href=""#p127108104"" class=""quotelink"">&gt;&gt;127108104</a><br>kek', 'time': 1670930346, 'resto': 127108064, 'country': 'FR', 'country_name': 'France'}, {'no': 127108143, 'now': '12/13/22(Tue)06:19:17', 'name': 'Anonymous', 'com': '<a href=""#p127108095"" class=""quotelink"">&gt;&gt;127108095</a><br><span class=""quote"">&gt;triggers chuddies</span><br><span class=""quote"">&gt;triggers polcels</span><br><span class=""quote"">&gt;triggers englel</span><br>this pic and the rocky-drago one are quintessential /sp/ meme kino', 'time': 1670930357, 'resto': 127108064, 'country': 'HR', 'country_name': 'Croatia'}]",1670930357,
119,127106483,12/13/22(Tue)04:56:01,Anonymous,if we lose to the croatian geeks im going to chimp out,missi,.jpg,582,512,249,219,1670925361809406,1670925361,M3J3BIUeiarsMnSlk2nQOQ==,56252,0,AR,0,0,if-we-lose-to-the-croatian-geeks-im-going-to,Argentina,22,3,17.0,2.0,"[{'no': 127107665, 'now': '12/13/22(Tue)05:58:20', 'name': 'Anonymous', 'com': '<span class=""quote"">&gt;the seething dutch still posting days after</span>', 'time': 1670929100, 'resto': 127106483, 'country': 'AR', 'country_name': 'Argentina'}, {'no': 127107677, 'now': '12/13/22(Tue)05:58:45', 'name': 'Anonymous', 'com': '<a href=""#p127106512"" class=""quotelink"">&gt;&gt;127106512</a><br>Losing by 7 makes you depressed, not angry<br>t.', 'time': 1670929125, 'resto': 127106483, 'country': 'BR', 'country_name': 'Brazil'}, {'no': 127107903, 'now': '12/13/22(Tue)06:09:37', 'name': 'Anonymous', 'com': '<a href=""#p127107677"" class=""quotelink"">&gt;&gt;127107677</a><br>he&#039;d beg to differ<br><a href=""#p127107665"" class=""quotelink"">&gt;&gt;127107665</a><br>yeah we&#039;ll be rattling you for some time I&#039;d come to terms with it if I were you', 'filename': '3630', 'ext': '.jpg', 'w': 1200, 'h': 630, 'tn_w': 125, 'tn_h': 65, 'tim': 1670929777625303, 'time': 1670929777, 'md5': 'O/tJ8PxrGWKjRW+VTgfOHw==', 'fsize': 91494, 'resto': 127106483, 'country': 'NL', 'country_name': 'Netherlands'}, {'no': 127107990, 'now': '12/13/22(Tue)06:13:10', 'name': 'Anonymous', 'com': '<a href=""#p127106512"" class=""quotelink"">&gt;&gt;127106512</a><br>kek this will age well<br><br>shame I&#039;ll have to work the night shift today, crobros save me some spicy argie asspain screencaps pls<br><br>better yet, jannies there better be a stickied argenlel salt mining thread at 7 AM GMT+1', 'time': 1670929990, 'resto': 127106483, 'country': 'HR', 'country_name': 'Croatia'}, {'no': 127108118, 'now': '12/13/22(Tue)06:18:30', 'name': 'Anonymous', 'com': 'worse, imagine losing to Morocco<br><br>inshallah', 'time': 1670930310, 'resto': 127106483, 'country': 'EG', 'country_name': 'Egypt'}]",1670930310,
120,127105245,12/13/22(Tue)03:33:05,Anonymous,Que miras bobo?,1670796705271958,.jpg,700,700,250,250,1670920385573425,1670920385,9OCjlkfgvcYe/8aLMM0bhg==,44997,0,DE,0,0,que-miras-bobo,Germany,26,8,21.0,5.0,"[{'no': 127107997, 'now': '12/13/22(Tue)06:13:33', 'name': 'Anonymous', 'com': '<a href=""#p127105961"" class=""quotelink"">&gt;&gt;127105961</a><br>He is fucking, kissing and sleeping with a Man. A dude. A smelly sweaty dude in his 30s with an axewound that will never stop dilating. He wakes up to the smell of shit cause of his boyfriends said dilation.<br>Once he grows up a bit (don&#039;t forget he&#039;s still a kid) and realises what he has done, it will be too late. Because sadly, you can&#039;t just delete your memories. Whenever he closes his eyes, he will see and remember the boney male ass that he was sticking his dick in, or the infected turned-inside-out penis that was made into a hole. Not only that but, he also lost the opportunity to ever find true love later in life with an actual woman and not some mockery, not some freak. Because that woman will know that he&#039;s been fucking a guy all this time. This dick has entered diseased male assholes. Yes, women do think about that and they NEVER forget.<br>But it doesn&#039;t end there, he, like other superstars before him, will be remembered as the tranny fucker.<br><span class=""quote"">&gt;2045</span><br><span class=""quote"">&gt;&quot;hey, remember that guy who won the WC some 3 decades ago for France?&quot;</span><br><span class=""quote"">&gt;&quot;well which one exactly? &quot;</span><br><span class=""quote"">&gt;&quot;come on, the guy who was very very fast, even with a ball nobody could catch him? He played for PSG&quot;</span><br><span class=""quote"">&gt;&quot;hmmm... That&#039;s not very specific &quot;</span><br><span class=""quote"">&gt;&quot;the one who fucked trannies&quot;</span><br><span class=""quote"">&gt;&quot;aaaa Mbappe yeah, I remember!&quot;</span><br>He chose to be a propaganda tool to normalize faggotry and degeneracy for the youth that look up to him instead of being a good rolemodel.<br>It&#039;s over.', 'time': 1670930013, 'resto': 127105245, 'country': 'DE', 'country_name': 'Germany'}, {'no': 127108010, 'now': '12/13/22(Tue)06:14:02', 'name': 'Anonymous', 'com': '<a href=""#p127107983"" class=""quotelink"">&gt;&gt;127107983</a><br>idk Heinz, I was hoping you would explain it to us', 'filename': 'DJ-BoBo-Everybody', 'ext': '.jpg', 'w': 599, 'h': 466, 'tn_w': 125, 'tn_h': 97, 'tim': 1670930042563795, 'time': 1670930042, 'md5': 'VGIE3dkl49UlnMwg32CeOA==', 'fsize': 112150, 'resto': 127105245, 'country': 'RO', 'country_name': 'Romania'}, {'no': 127108033, 'now': '12/13/22(Tue)06:14:56', 'name': 'Anonymous', 'com': '<a href=""#p127105269"" class=""quotelink"">&gt;&gt;127105269</a><br>What&#039;s that? Don&#039;t speak brown', 'time': 1670930096, 'resto': 127105245, 'country': 'DE', 'country_name': 'Germany'}, {'no': 127108110, 'now': '12/13/22(Tue)06:18:02', 'name': 'Anonymous', 'com': '<a href=""#p127107997"" class=""quotelink"">&gt;&gt;127107997</a>', 'filename': '1653277764327', 'ext': '.jpg', 'w': 160, 'h': 147, 'tn_w': 125, 'tn_h': 114, 'tim': 1670930282347370, 'time': 1670930282, 'md5': 'iBxy1++EB1MXkKC14Zcedw==', 'fsize': 8368, 'resto': 127105245, 'country': 'XE', 'country_name': 'England'}, {'no': 127108116, 'now': '12/13/22(Tue)06:18:25', 'name': 'Anonymous', 'filename': 'RosebudBear', 'ext': '.jpg', 'w': 320, 'h': 230, 'tn_w': 125, 'tn_h': 89, 'tim': 1670930305078743, 'time': 1670930305, 'md5': '/LAWtx0h0NL8GmG99Nt1BQ==', 'fsize': 11614, 'resto': 127105245, 'country': 'FI', 'country_name': 'Finland'}]",1670930305,
121,127105617,12/13/22(Tue)03:59:12,Anonymous,they will win,Flag_of_Morocco.svg,.png,2560,1707,250,166,1670921952726094,1670921952,AKeJ/zxhUSXy+laek6QzBA==,19517,0,MX,0,0,they-will-win,Mexico,8,0,3.0,0.0,"[{'no': 127107069, 'now': '12/13/22(Tue)05:28:52', 'name': 'Anonymous', 'com': '<a href=""#p127105617"" class=""quotelink"">&gt;&gt;127105617</a><br>Hopefully', 'time': 1670927332, 'resto': 127105617, 'country': 'AU', 'country_name': 'Australia'}, {'no': 127107470, 'now': '12/13/22(Tue)05:48:45', 'name': 'Anonymous', 'com': '<a href=""#p127105617"" class=""quotelink"">&gt;&gt;127105617</a><br>france will win 4-0<br>also anulo mufa', 'time': 1670928525, 'resto': 127105617, 'country': 'AR', 'country_name': 'Argentina'}, {'no': 127107635, 'now': '12/13/22(Tue)05:57:05', 'name': 'Anonymous', 'com': 'Yeah, there is a chance the Saudis poison the French team to help Morocco win', 'time': 1670929025, 'resto': 127105617, 'country': 'MX', 'country_name': 'Mexico'}, {'no': 127108080, 'now': '12/13/22(Tue)06:16:52', 'name': 'Moroccan BVLL', 'com': '<a href=""#p127107635"" class=""quotelink"">&gt;&gt;127107635</a><br>Inshallah', 'time': 1670930212, 'resto': 127105617, 'country': 'NL', 'country_name': 'Netherlands'}, {'no': 127108115, 'now': '12/13/22(Tue)06:18:17', 'name': 'Anonymous', 'com': '<a href=""#p127108080"" class=""quotelink"">&gt;&gt;127108080</a><br>Mashallah', 'time': 1670930297, 'resto': 127105617, 'country': 'MX', 'country_name': 'Mexico'}]",1670930297,
122,127105970,12/13/22(Tue)04:23:05,Anonymous,but the strongest of them all....,zizou,.jpg,634,807,196,249,1670923385303298,1670923385,3nki5dVmxxhD9s49+ocldQ==,108955,0,US,0,0,but-the-strongest-of-them-all,United States,21,1,16.0,1.0,"[{'no': 127106968, 'now': '12/13/22(Tue)05:24:33', 'name': 'Anonymous', 'com': '<a href=""#p127106820"" class=""quotelink"">&gt;&gt;127106820</a><br>Also you were considered washed out around 30-31 years old in the 90s and early 00s. You didn’t see World Cup semifinalists led by a 35-year-old (Messi) or a 37-year-old (Modric). Rivaldo and Bergkamp retired from their NT at 31 for example.', 'time': 1670927073, 'resto': 127105970, 'country': 'LU', 'country_name': 'Luxembourg'}, {'no': 127107027, 'now': '12/13/22(Tue)05:27:10', 'name': 'Anonymous', 'com': '<a href=""#p127106250"" class=""quotelink"">&gt;&gt;127106250</a><br>With his current attitude, mbrappe will turn to full Balotelli', 'time': 1670927230, 'resto': 127105970, 'country': 'HU', 'country_name': 'Hungary'}, {'no': 127108008, 'now': '12/13/22(Tue)06:13:58', 'name': 'Anonymous', 'com': '<a href=""#p127107027"" class=""quotelink"">&gt;&gt;127107027</a><br>Wtf I never knew my boy Mario fucked trannies', 'time': 1670930038, 'resto': 127105970, 'country': 'FR', 'country_name': 'France'}, {'no': 127108031, 'now': '12/13/22(Tue)06:14:54', 'name': 'Anonymous', 'com': 'why are france&#039;s best players always algerian', 'time': 1670930094, 'resto': 127105970, 'country': 'DZ', 'country_name': 'Algeria'}, {'no': 127108068, 'now': '12/13/22(Tue)06:16:27', 'name': 'Anonymous', 'com': '<a href=""#p127108031"" class=""quotelink"">&gt;&gt;127108031</a><br>They are not, why are algerians eternally seething at france, why are they such sore winners.', 'time': 1670930187, 'resto': 127105970, 'country': 'FR', 'country_name': 'France'}]",1670930187,
123,127107743,12/13/22(Tue)06:02:20,Anonymous,Imagine if Canadians cared about football,1617315811091,.png,945,666,250,176,1670929340665958,1670929340,sL4XgHa0AfFkRvGKYzrZog==,288717,0,XE,0,0,imagine-if-canadians-cared-about-football,England,4,1,,,"[{'no': 127107792, 'now': '12/13/22(Tue)06:04:18', 'name': 'Anonymous', 'com': '<a href=""#p127107743"" class=""quotelink"">&gt;&gt;127107743</a><br>why are people so stupid wtf', 'time': 1670929458, 'resto': 127107743, 'country': 'AR', 'country_name': 'Argentina'}, {'no': 127107811, 'now': '12/13/22(Tue)06:05:16', 'name': 'Anonymous', 'com': '<span class=""quote"">&gt;Edmonton</span><br>How the fuck is he doing it', 'time': 1670929516, 'resto': 127107743, 'country': 'DE', 'country_name': 'Germany'}, {'no': 127107955, 'now': '12/13/22(Tue)06:12:00', 'name': 'Anonymous', 'com': 'Imagine if Croatians cared about football<br>https://youtu.be/yWWxnbDNSLI', 'filename': 'maxresdefault[1]', 'ext': '.jpg', 'w': 1280, 'h': 720, 'tn_w': 125, 'tn_h': 70, 'tim': 1670929920920354, 'time': 1670929920, 'md5': 'eBavpG/hjCILr2FWGgJblw==', 'fsize': 48985, 'resto': 127107743, 'country': 'AT', 'country_name': 'Austria'}, {'no': 127108016, 'now': '12/13/22(Tue)06:14:23', 'name': 'Anonymous', 'com': '<span class=""quote"">&gt;de ruiter</span><br>gekoloniseerd', 'time': 1670930063, 'resto': 127107743, 'country': 'NL', 'country_name': 'Netherlands'}]",1670930063,
124,127075187,12/12/22(Mon)10:54:56,Anonymous,What&#039;s going on?,dead,.png,747,713,250,238,1670860496097781,1670860496,EFG5ja6nBYy0nzYD1XzMrg==,343715,0,CA,0,0,another-journo-in-qatar-died,Canada,180,16,175.0,16.0,"[{'no': 127106233, 'now': '12/13/22(Tue)04:41:32', 'name': 'Anonymous', 'com': '<a href=""#p127075209"" class=""quotelink"">&gt;&gt;127075209</a><br>Why is fippy always bippy?', 'time': 1670924492, 'resto': 127075187, 'country': 'IN', 'country_name': 'India'}, {'no': 127106266, 'now': '12/13/22(Tue)04:43:14', 'name': 'Anonymous', 'com': '<a href=""#p127080402"" class=""quotelink"">&gt;&gt;127080402</a><br>It&#039;ll be the grave too with their ideolody', 'time': 1670924594, 'resto': 127075187, 'country': 'XE', 'country_name': 'England'}, {'no': 127107456, 'now': '12/13/22(Tue)05:48:13', 'name': 'Anonymous', 'com': '<a href=""#p127075187"" class=""quotelink"">&gt;&gt;127075187</a><br><a href=""#p127075209"" class=""quotelink"">&gt;&gt;127075209</a><br><br>based<br>https://twitter.com/MEMRIReports/st<wbr>atus/1601942505586556928', 'time': 1670928493, 'resto': 127075187, 'country': 'DZ', 'country_name': 'Algeria'}, {'no': 127107461, 'now': '12/13/22(Tue)05:48:26', 'name': 'Anonymous', 'com': '<a href=""#p127075187"" class=""quotelink"">&gt;&gt;127075187</a><br>Talk shit', 'time': 1670928506, 'resto': 127075187, 'country': 'SA', 'country_name': 'Saudi Arabia'}, {'no': 127107968, 'now': '12/13/22(Tue)06:12:25', 'name': 'Anonymous', 'com': '<a href=""#p127075209"" class=""quotelink"">&gt;&gt;127075209</a><br>fippy bippy, based texas', 'time': 1670929945, 'resto': 127075187, 'country': 'US', 'country_name': 'United States'}]",1670929945,Another Journo in Qatar Died
125,127107961,12/13/22(Tue)06:12:08,Anonymous,queen of /sp/,20221213_120834,.jpg,658,877,187,250,1670929928025179,1670929928,I1Fp2hYf3bs7PQgZ28Ts6g==,250791,0,HR,0,0,queen-of-sp,Croatia,0,0,,,,1670929928,
126,127107887,12/13/22(Tue)06:08:55,Anonymous,"Can&#039;t believe this pedophile and Sex Offender will win another World Cup and by doing so, will beat the case in French courts. <br><br>kek",noel-le-graet,.jpg,1929,2002,240,250,1670929735480941,1670929735,I72x+Xx/HJCy9CIOuL68wQ==,551554,0,FR,0,0,cant-believe-this-pedophile-and-sex-offender-will,France,1,0,,,"[{'no': 127107919, 'now': '12/13/22(Tue)06:10:29', 'name': 'Anonymous', 'com': 'Retourne sur jvc le bougnoule', 'time': 1670929829, 'resto': 127107887, 'country': 'FR', 'country_name': 'France'}]",1670929829,
127,127106351,12/13/22(Tue)04:47:46,Anonymous,.,1670746028175405,.webm,1080,606,250,140,1670924866032864,1670924866,F1myDHu8CBAtGWb9MnIJPw==,2938253,0,DK,0,0,,Denmark,5,3,,,"[{'no': 127106693, 'now': '12/13/22(Tue)05:08:38', 'name': 'Anonymous', 'com': '<a href=""#p127106351"" class=""quotelink"">&gt;&gt;127106351</a>', 'filename': 'kek', 'ext': '.gif', 'w': 200, 'h': 150, 'tn_w': 125, 'tn_h': 93, 'tim': 1670926118644874, 'time': 1670926118, 'md5': 'MK8DUmBj1JtIj8xRrxGHvg==', 'fsize': 1637332, 'resto': 127106351, 'country': 'ES', 'country_name': 'Spain'}, {'no': 127106829, 'now': '12/13/22(Tue)05:16:35', 'name': 'Anonymous', 'com': '<a href=""#p127106351"" class=""quotelink"">&gt;&gt;127106351</a>', 'filename': '1670877654978130', 'ext': '.jpg', 'w': 305, 'h': 288, 'tn_w': 125, 'tn_h': 118, 'tim': 1670926595098774, 'time': 1670926595, 'md5': 'DgUsszB70TSVHcgwsYn2wQ==', 'fsize': 22268, 'resto': 127106351, 'country': 'BR', 'country_name': 'Brazil'}, {'no': 127106846, 'now': '12/13/22(Tue)05:17:42', 'name': 'Anonymous', 'com': '<a href=""#p127106351"" class=""quotelink"">&gt;&gt;127106351</a><br>this webm speaks volumes', 'time': 1670926662, 'resto': 127106351, 'country': 'PL', 'country_name': 'Poland'}, {'no': 127107166, 'now': '12/13/22(Tue)05:34:21', 'name': 'Anonymous', 'com': '<a href=""#p127106351"" class=""quotelink"">&gt;&gt;127106351</a><br>Bump', 'time': 1670927661, 'resto': 127106351, 'country': 'XE', 'country_name': 'England'}, {'no': 127107906, 'now': '12/13/22(Tue)06:09:46', 'name': 'Anonymous', 'com': 'It&#039;ll come home one day.', 'filename': '1670568734492422', 'ext': '.jpg', 'w': 600, 'h': 600, 'tn_w': 125, 'tn_h': 125, 'tim': 1670929786430527, 'time': 1670929786, 'md5': '/tw1RcGmd4MpwuvDVS3Ifw==', 'fsize': 41084, 'resto': 127106351, 'country': 'AU', 'country_name': 'Australia'}]",1670929786,
128,127107630,12/13/22(Tue)05:56:53,Anonymous,"<span class=""quote"">&gt;moroccans thinking they have a chance tomorrow</span>",mbappe 2 1,.jpg,1200,720,250,150,1670929013668262,1670929013,lloTCJo6GgNylfTUh7Zp5A==,94933,0,FR,0,0,moroccans-thinking-they-have-a-chance-tomorrow,France,17,7,12.0,5.0,"[{'no': 127107810, 'now': '12/13/22(Tue)06:05:05', 'name': 'Anonymous', 'com': '<a href=""#p127107630"" class=""quotelink"">&gt;&gt;127107630</a><br>Let Morocco win, I&#039;m trying to shag a Moroccan bird and taking her to the pub to watch the game<br>She&#039;ll be in a much better mood if they win', 'time': 1670929505, 'resto': 127107630, 'country': 'XE', 'country_name': 'England'}, {'no': 127107812, 'now': '12/13/22(Tue)06:05:26', 'name': 'Anonymous', 'com': '<a href=""#p127107657"" class=""quotelink"">&gt;&gt;127107657</a><br>Hey, shouldn’t you be sucking on some Argentine dick right about now.', 'filename': 'F67CACDA-D714-4F41-A9CB-7C186E83289B', 'ext': '.jpg', 'w': 999, 'h': 1368, 'tn_w': 91, 'tn_h': 125, 'tim': 1670929526831668, 'time': 1670929526, 'md5': 'fEgjENSsA87htd5bGn0OYA==', 'fsize': 279447, 'resto': 127107630, 'country': 'US', 'country_name': 'United States'}, {'no': 127107820, 'now': '12/13/22(Tue)06:05:53', 'name': 'Anonymous', 'com': '<a href=""#p127107793"" class=""quotelink"">&gt;&gt;127107793</a><br>Will you also pretend to be a shitskin just to sustain your surreal hatred for the french ?', 'time': 1670929553, 'resto': 127107630, 'country': 'FR', 'country_name': 'France'}, {'no': 127107862, 'now': '12/13/22(Tue)06:07:53', 'name': 'Anonymous', 'com': '<a href=""#p127107630"" class=""quotelink"">&gt;&gt;127107630</a><br>It’s over , we don’t stand a chance against France’s exceptionally strong and precise attack. If we ever want to have some opportunities we should apply pressure and don’t just stay behind. Also even if we somehow get the upper hand we will get refballed hard. Nobody wants to see an underdog final .', 'filename': 'D302EB64-EC5A-4703-A833-1E7EE00BE107', 'ext': '.jpg', 'w': 1080, 'h': 720, 'tn_w': 125, 'tn_h': 83, 'tim': 1670929673412048, 'time': 1670929673, 'md5': 'NuANfwqIXNUb91tXADt0Fw==', 'fsize': 131447, 'resto': 127107630, 'country': 'MA', 'country_name': 'Morocco'}, {'no': 127107891, 'now': '12/13/22(Tue)06:09:03', 'name': 'Anonymous', 'com': 'haha... yeah', 'time': 1670929743, 'resto': 127107630, 'country': 'FR', 'country_name': 'France'}]",1670929743,
129,127107794,12/13/22(Tue)06:04:26,Anonymous,"Retard stamina, retard strength, playmaking, covering, goal scoring, scanning, pre assist machine, antipode of pecho frio. The complete midfielder, scratch that the complete player yet no one cares, is it because he plays for printer is it because he&#039;s a retard, why?<br>If you want to have Modric you need some retard like him doing the dirty job",FVKb6UeXEAIW9cj,.jpg,824,1024,201,250,1670929466919650,1670929466,0OFajV/uLk5W67ABl4Haow==,126548,0,DE,0,0,retard-stamina-retard-strength-playmaking,Germany,0,0,,,,1670929466,
